timestamp,open,high,low,close,volume,turnover,timestamp_string
1614556800000,1420.15,1948,1411.15,1921,2622573.5699999998,4831829545.3680000305,01.03.2021 00:00
1617235200000,1921,2800,1884.55,2773.45,3889188.5,10786469845.3250007629,01.04.2021 00:00
1619827200000,2773.45,4377,1730,2706.3,8493954.1899999995,22987188224.3969993591,01.05.2021 00:00
1622505600000,2706.3,2889.9,1698.05,2273.25,6047776.3600000003,13748107610.3700008392,01.06.2021 00:00
1625097600000,2273.25,2555.25,1717.5,2531,7531442.1299999999,19062080031.0299987793,01.07.2021 00:00
1627776000000,2531,3478,2439,3430.6,6904049.8899999997,23685033552.6339988708,01.08.2021 00:00
1630454400000,3430.6,4040.2,2645,2998.85,5314561.4400000004,15937572574.3439998627,01.09.2021 00:00
1633046400000,2998.85,4470.45,2964.9,4290.75,4488795.1399999997,17156885710.3479995728,01.10.2021 00:00
1635724800000,4290.75,4878.35,3909.7,4631.55,3262780.6899999999,14364637680.8665008545,01.11.2021 00:00
1638316800000,4631.55,4785.8,3370,3677.45,3949851.98,15930220411.5435009003,01.12.2021 00:00
1640995200000,3677.45,3893.85,2155,2684.15,5543821.96,16016067198.9874992371,01.01.2022 00:00
1643673600000,2684.15,3288,2300.45,2920.05,5740266.5599999996,16099096448.017999649,01.02.2022 00:00
1646092800000,2920.05,3481.5,2442.75,3281.85,5759691.8099999996,16585511899.8799991608,01.03.2022 00:00
1648771200000,3281.85,3581,2711.85,2725,6381230.0199999996,19829627411.5875015259,01.04.2022 00:00
1651363200000,2725,2966.2,1701.25,1940.7,12653441.9299999997,26935967807.3260002136,01.05.2022 00:00
1654041600000,1940.7,1972.45,877.7,1070.85,38651288.6099999994,48098594923.8089981079,01.06.2022 00:00
1656633600000,1070.85,1785,1003.5,1677.8,42692876.5799999982,57957945272.6480026245,01.07.2022 00:00
1659312000000,1677.8,2029.4,1420.65,1553.5,41706615.299999997,70016053807.6354980469,01.08.2022 00:00
1661990400000,1553.5,1789,1216.8,1327.8,51868834.6700000018,76309292627.6204986572,01.09.2022 00:00
1664582400000,1327.8,1666.75,1177.15,1572.05,33160824.2800000012,46197538264.8345031738,01.10.2022 00:00
1667260800000,1572.05,1680,1071.6,1294.1,44548635.450000003,58240094766.7764968872,01.11.2022 00:00
1669852800000,1294.1,1352.4,1149.05,1196.8,25318050.3200000003,31429975205.5405006409,01.12.2022 00:00
1672531200000,1196.8,1684.02,1191.35,1585.09,29000031.9699999988,42952153331.9335021973,01.01.2023 00:00
1675209600000,1585.09,1744.72,1460.02,1604.75,24585685.1000000015,39915882918.2275009155,01.02.2023 00:00
1677628800000,1604.75,1857.91,1367.65,1820.99,32623304.6900000013,54060494759.5988998413,01.03.2023 00:00
1680307200000,1820.99,2147.79,1760.61,1868.2,25915392.3500000015,49946194031.0113983154,01.04.2023 00:00
1682899200000,1868.2,2019.94,1735.1,1872.79,16468339.5299999993,30405859574.7318000793,01.05.2023 00:00
1685577600000,1872.79,1946.75,1626,1933.2,19523170.87,35441133198.1165,01.06.2023 00:00
1688169600000,1933.2,2031.99,1824.34,1855.05,13261564.86,25252075004.2738,01.07.2023 00:00
1690848000000,1855.05,1879.25,1465.38,1644.76,12923706.83,22432954977.4989,01.08.2023 00:00
1693526400000,1644.76,1694.53,1529.04,1670.21,13086698.04,21173625288.4158,01.09.2023 00:00
1696118400000,1670.21,1869,1516.06,1815.81,17785764.77,29736520476.6476,01.10.2023 00:00
1698796800000,1815.81,2139.99,1775.7,2052.92,26516416.37,52688111709.3568,01.11.2023 00:00
1701388800000,2052.92,2452.5,2045.59,2283.88,24440989.71,55249660462.6253,01.12.2023 00:00
1704067200000,2283.88,2719.99,2044,2281.8,24487191.84,58506321720.2417,01.01.2024 00:00
1706745600000,2281.8,3531.37,2236.64,3342.46,22929692.66,65634649594.615,01.02.2024 00:00
1709251200000,3342.46,4098,3056.17,3649.05,26684356.4,96246812308.2796,01.03.2024 00:00
1711929600000,3649.05,3733.71,2791.22,3012.8,24960563.17,80459211646.1695,01.04.2024 00:00
1714521600000,3012.8,3981.56,2814.58,3764.52,23422744.14,80285254744.299,01.05.2024 00:00
1717200000000,3764.52,3891.07,3212,3436.4,18460847.2,65180765161.268,01.06.2024 00:00
1719792000000,3436.4,3563.28,2802.87,3231.63,26108659,84780685083.8723,01.07.2024 00:00
1722470400000,3231.63,3242.1,2086.92,2511.82,35291215.99,91888629817.6646,01.08.2024 00:00
1725148800000,2511.82,2727.96,2148.42,2600.8,25108401.13,61455378689.408,01.09.2024 00:00
1727740800000,2600.8,2770.67,2308.56,2518.92,26368977.99,66587625683.7156,01.10.2024 00:00
1730419200000,2518.92,3742.92,2355.83,3706.23,44130953.18,138678518702.3989,01.11.2024 00:00
1733011200000,3706.23,4111.26,3100,3335.61,42497528.69,155463038806.2232,01.12.2024 00:00
1735689600000,3335.61,3744.73,2908.44,3299.52,36928336.91,122086236192.4424,01.01.2025 00:00
1738368000000,3299.52,3331.12,2071.87,2236.39,45684591.35,120806957904.6718,01.02.2025 00:00
1740787200000,2236.39,2552.83,1751.48,1821.68,45965223.72,93216014133.8904,01.03.2025 00:00
1743465600000,1821.68,1956.75,1383.76,1792.71,64089273.88,106436267477.093,01.04.2025 00:00
1746057600000,1792.71,2788.82,1750.67,2526.79,75624431.13,182830569036.0229,01.05.2025 00:00
1748736000000,2526.79,2878.54,2110.35,2484,69846281.6,175612474107.0487,01.06.2025 00:00
1751328000000,2484,3943.36,2371.42,3696,72627019.06,238245329282.7827,01.07.2025 00:00
1754006400000,3696,4957.96,3350,4389.43,79318662.47,337746987010.102,01.08.2025 00:00
1756684800000,4389.43,4766.07,3821.26,4143.41,46384234.74,200718866293.597,01.09.2025 00:00
1759276800000,4143.41,4755.7,3311.76,3845.8,55981316.64,228843954764.8066,01.10.2025 00:00
1761955200000,3845.8,3917.01,2620.76,2989.61,51287735.94,163532258400.0303,01.11.2025 00:00
