timestamp,open,high,low,close,volume,turnover,timestamp_string
1585094400000,6500,6745.5,6500,6698.5,1809.52,12121069.7200000007,25.03.2020 00:00
1585180800000,6698.5,6767,6512,6733.5,3904.964,26294075.0940000005,26.03.2020 00:00
1585267200000,6733.5,6838,6235,6354,4605.347,29262374.8379999995,27.03.2020 00:00
1585353600000,6354,6354,6010,6230.5,5750.959,35831350.0495000035,28.03.2020 00:00
1585440000000,6230.5,6247,5858,5873,5347.238,31404328.7740000002,29.03.2020 00:00
1585526400000,5873,6577.5,5841.5,6389.5,15103.617,96504560.8215000033,30.03.2020 00:00
1585612800000,6389.5,6509.5,6323.5,6405,15717.34,100669562.700000003,31.03.2020 00:00
1585699200000,6405,6687,6145,6642,17552.87,116586162.5400000066,01.04.2020 00:00
1585785600000,6642,7230.5,6543.5,6796.5,32569.69,221359898.0850000083,02.04.2020 00:00
1585872000000,6796.5,7044,6604.5,6727.5,12668.382,85226539.9050000012,03.04.2020 00:00
1585958400000,6727.5,7012,6646,6863.5,10039.906,68908894.8310000002,04.04.2020 00:00
1586044800000,6863.5,6889,6680,6771,10478.195,70947858.3449999988,05.04.2020 00:00
1586131200000,6771,7363,6762,7322.5,17587.456,128784146.5600000024,06.04.2020 00:00
1586217600000,7322.5,7458.5,7072.5,7198.5,18539.023,133453157.0655000061,07.04.2020 00:00
1586304000000,7198.5,7417,7150.5,7356.5,15491.07,113960056.4549999982,08.04.2020 00:00
1586390400000,7356.5,7364,7123,7282,16533.355,120395891.1099999994,09.04.2020 00:00
1586476800000,7282,7287,6741.5,6857,21525.607,147601087.199000001,10.04.2020 00:00
1586563200000,6857,6938,6760,6874.5,8607.234,59170430.1330000013,11.04.2020 00:00
1586649600000,6874.5,7170,6780,6901,13333.274,92012923.873999998,12.04.2020 00:00
1586736000000,6901,6901,6557,6834.5,23116.247,157987990.1214999855,13.04.2020 00:00
1586822400000,6834.5,6967,6752.5,6864.5,14309.583,98228132.5034999996,14.04.2020 00:00
1586908800000,6864.5,6924.5,6603,6617.5,14598.789,96607486.2074999958,15.04.2020 00:00
1586995200000,6617.5,7188,6465.5,7099.5,33866.452,240434875.9740000069,16.04.2020 00:00
1587081600000,7099.5,7138.5,6982,7022,10038.558,70490754.2759999931,17.04.2020 00:00
1587168000000,7022,7289,7013.5,7240,9693.835,70183365.400000006,18.04.2020 00:00
1587254400000,7240,7255,7047,7118.5,8777.442,62482220.8769999966,19.04.2020 00:00
1587340800000,7118.5,7211,6750,6827.5,19621.635,133966712.962500006,20.04.2020 00:00
1587427200000,6827.5,6937,6759.5,6837.5,11307.232,77313198.799999997,21.04.2020 00:00
1587513600000,6837.5,7159.5,6815.5,7123,10919.75,77781379.25,22.04.2020 00:00
1587600000000,7123,7743.5,7015,7483.5,34335.355,256948629.1425000131,23.04.2020 00:00
1587686400000,7483.5,7608.5,7400,7499,8723.038,65414061.9619999975,24.04.2020 00:00
1587772800000,7499,7702.5,7437,7535,16046.689,120911801.6149999946,25.04.2020 00:00
1587859200000,7535,7698.5,7496,7691.5,9844.165,75716395.0974999964,26.04.2020 00:00
1587945600000,7691.5,7791.5,7624,7772.5,8929.64,69405626.900000006,27.04.2020 00:00
1588032000000,7772.5,7778,7663,7743,5082.865,39356623.6950000003,28.04.2020 00:00
1588118400000,7743,8951.5,7709.5,8778,45617.393,400429475.7540000081,29.04.2020 00:00
1588204800000,8778,9458,8402.5,8625,52274.816,450870288,30.04.2020 00:00
1588291200000,8625,9060.5,8619,8820.5,14867.967,131142902.9235000014,01.05.2020 00:00
1588377600000,8820.5,9010,8757,8972.5,11679.001,104789836.4724999964,02.05.2020 00:00
1588464000000,8972.5,9191,8725,8895,20851.73,185476138.349999994,03.05.2020 00:00
1588550400000,8895,8953,8525,8873,16186.017,143618528.8409999907,04.05.2020 00:00
1588636800000,8873,9105.5,8771,9023.5,15659.189,141300691.9415000081,05.05.2020 00:00
1588723200000,9023.5,9393.5,8920,9149.5,23645.378,216343386.0110000074,06.05.2020 00:00
1588809600000,9149.5,10059.5,9038,9986.5,35202.181,351546580.5565000176,07.05.2020 00:00
1588896000000,9986.5,10035,9716.5,9805,20871.076,204640900.1800000072,08.05.2020 00:00
